id,name,artist,valence,energy,danceability,tempo,genres,duration (ms),explicit,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,mood
79rgaQokWJVaXzpKTXgJob,Everybody's Changing,Valentin,0.206,0.268,0.63,93.956,[],205053,False,0,-11.82,1,0.0255,0.828,3.31e-05,0.085,Sad
4EDijkJdHBZZ0GwJ12iTAj,Stargirl Interlude,The Weeknd,0.441,0.474,0.638,179.771,"['canadian contemporary r&b', 'canadian pop', 'pop']",111640,False,5,-12.7,0,0.124,0.351,0.191,0.105,Sad
1DOgkaR5Gqa8JtPEIbQORC,Over,Lucky Daye,0.379,0.541,0.677,103.369,"['alternative r&b', 'r&b']",205276,True,6,-6.057,0,0.0571,0.48,0.0,0.125,Sad
4FWG7vVA7doXmp6qRTgiq1,BOREDOM,Munboi,0.269,0.362,0.686,82.018,[],189107,False,5,-11.342,0,0.0756,0.0974,0.32,0.125,Sad
6S7o12almFeL57rbRvdY5l,Vas,jagger finn,0.416,0.424,0.514,71.114,['bedroom pop'],90324,False,0,-10.645,1,0.0282,0.918,0.849,0.126,Sad
0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,Pharrell Williams,0.677,0.46,0.89,112.555,"['dance pop', 'pop']",176078,False,2,-8.155,1,0.0359,0.432,0.0,0.11,Sad
0a9w6rQAPMfCtnCExpCE2a,was it easy getting over me?,Gloria Kim,0.0636,0.343,0.391,123.27,[],196850,False,3,-7.984,0,0.0363,0.314,0.0,0.103,Sad
6Qqh9VEIeHjGoTHsSA8VZZ,Kid Again,Camo Columbo,0.402,0.605,0.802,114.945,[],184696,False,6,-8.643,0,0.0416,0.713,0.01,0.171,Sad
7eB1V5LvAdxCc7brfGhRRo,watch,Billie Eilish,0.35,0.599,0.441,165.212,"['art pop', 'pop']",177523,False,0,-8.985,1,0.225,0.333,0.00198,0.103,Sad
1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,0.494,0.673,0.671,121.963,[],237720,False,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,Sad
1npSSnKFAEoRcCU6uZVvPy,The Breakup Song,High Tropics,0.688,0.835,0.605,140.906,[],165173,False,9,-7.42,0,0.0602,0.0508,0.166,0.212,Sad
1eCTQhsNA31FcwyNcJcf86,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",Sista Prod,0.507,0.616,0.702,80.482,['sad lo-fi'],156188,False,6,-4.903,1,0.326,0.686,0.0,0.145,Sad
10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,Labrinth,0.172,0.652,0.348,70.956,"['indie poptimism', 'pop']",192987,False,3,-7.145,1,0.0931,0.0165,0.000264,0.33,Sad
5LCxaJ6WHn2vCsIS9apc41,Postcardtospain,Liush,0.215,0.126,0.471,121.681,[],207795,False,8,-17.802,1,0.0381,0.943,0.0776,0.112,Sad
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,0.151,0.491,0.399,91.066,['bedroom pop'],210463,False,6,-10.778,0,0.0538,0.0563,0.00089,0.11,Sad
6tH1lxPcQConWuvlh85yFT,abcdefu (chill),GAYLE,0.195,0.429,0.554,112.899,"['alt z', 'modern alternative pop']",176766,True,1,-7.687,0,0.0334,0.0405,0.0,0.23,Sad
30LvnsFly9MIrnVjqxZD9U,Big Jet Plane,AFTRHOURS,0.209,0.44,0.839,140.032,['la pop'],134143,False,0,-10.349,1,0.0827,0.39,0.000151,0.134,Sad
0JzG1wJuB4v9UPkSE7LMXi,Hotel,Montell Fish,0.192,0.427,0.228,180.345,['pittsburgh rap'],197333,False,0,-8.739,0,0.0363,0.752,0.0167,0.592,Sad
2pg2TiYo9Rb8KeB5JjP7jS,Sativa,Jhené Aiko,0.72,0.61,0.741,125.99,['r&b'],276960,True,6,-7.34,0,0.0511,0.316,0.0,0.534,Sad
4i5AGea3Bnoqcf5Mki21Ul,brainrot,kikomori,0.565,0.726,0.794,117.034,[],154451,False,7,-6.364,1,0.0487,0.0919,5.91e-05,0.0669,Sad
52xFKeXEHm2fI8jpia0oUS,Quietly Yours,Birdy,0.293,0.355,0.442,154.223,"['neo mellow', 'uk pop', 'viral pop']",234156,False,1,-14.27,1,0.0574,0.838,0.003,0.114,Sad
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,0.348,0.431,0.726,144.026,"['sad lo-fi', 'sad rap']",173333,False,8,-8.765,0,0.135,0.731,0.0,0.696,Sad
1kFrfg16usCeiNl0OewQVs,Now What,thom.ko,0.731,0.625,0.82,88.991,[],163800,False,1,-4.391,1,0.0404,0.759,0.0,0.109,Sad
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,0.143,0.203,0.215,78.287,"['art pop', 'pop']",248934,True,5,-12.65,1,0.0346,0.968,0.0585,0.0923,Sad
37y7iDayfwm3WXn5BiAoRk,Dark Red,Steve Lacy,0.775,0.783,0.603,172.041,['afrofuturism'],173104,False,6,-4.023,1,0.062,0.449,7.96e-06,0.119,Sad
5isDcWQsvpufU4FAVadU9I,Twentynine Palms,Austin Harms,0.393,0.333,0.445,137.959,[],212027,False,5,-11.308,1,0.0334,0.526,0.00168,0.143,Sad
3V0nnQhqvbE3JmiDdnzQFQ,July (feat. Leon Bridges),Noah Cyrus,0.362,0.211,0.708,72.5,"['alt z', 'pop']",152280,False,9,-9.603,0,0.0424,0.853,0.0,0.131,Sad
3SM7uIYEz3v3BGy9RHp7oU,In My Room,Chance Peña,0.1,0.338,0.408,133.943,['singer-songwriter pop'],177609,False,4,-13.626,1,0.0431,0.521,0.000639,0.0732,Sad
61A6xQ3QR3ruesfTt6bg4U,Moonlight Mercy,Liush,0.312,0.0754,0.546,94.663,[],244993,False,6,-20.151,1,0.0304,0.934,0.371,0.0875,Sad
1BYZxKSf0aTxp8ZFoeyM3d,we fell in love in october,girl in red,0.237,0.366,0.566,129.959,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",184154,False,7,-12.808,1,0.028,0.113,0.181,0.155,Sad
135Lf4Q0CzlMNfOxbEUsLH,Ghost Town,Benson Boone,0.116,0.335,0.391,174.185,['singer-songwriter pop'],193733,False,0,-10.064,1,0.0763,0.389,0.0,0.102,Sad
2vHXbnEbxN41ALWNX7k7i7,I Just Died In Your Arms,Skinny Dippers,0.737,0.846,0.61,118.013,[],183051,False,3,-7.607,0,0.0399,0.112,3.7e-06,0.493,Sad
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,0.132,0.436,0.585,143.874,['pop'],242014,True,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,Sad
5kcvBnt6DPX3AMEsCx1qDh,Happiest Year,Jaymes Young,0.356,0.167,0.501,112.275,[],228443,False,1,-14.061,1,0.0484,0.885,0.0,0.111,Sad
4wOpQBSTtbh9S86nxp0EJ1,Sunlight,thom.ko,0.374,0.424,0.55,67.471,[],182240,False,9,-7.556,0,0.0357,0.321,0.0192,0.123,Sad
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,0.13,0.366,0.604,141.981,"['british soul', 'pop', 'pop soul', 'uk pop']",224695,False,5,-7.519,1,0.0282,0.578,0.0,0.133,Sad
3CboywxfJIgvHqi2FF4exb,Loverboy,A-Wall,0.499,0.466,0.604,120.045,['bedroom pop'],224520,False,0,-10.093,1,0.0315,0.649,0.0334,0.093,Sad
1I4wRSEnqLRMTsqKR4bbxh,Burn Our Bridges Down,RIELL,0.177,0.53,0.636,117.983,['dark r&b'],213993,False,5,-5.629,0,0.0351,0.392,0.0,0.113,Sad
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,XXXTENTACION,0.689,0.57,0.734,129.953,"['emo rap', 'miami hip hop', 'rap']",95467,True,7,-7.066,0,0.133,0.847,2.14e-05,0.112,Sad
0PKAijroHpnEtdY20bkGdr,ghost town (voice memo),Chloe George,0.358,0.229,0.471,68.41,[],137250,False,8,-6.504,1,0.0358,0.953,0.0,0.0909,Sad
4iA8OM01edxYtdkrQ4vZM2,Bad Friend,INTRN,0.67,0.213,0.659,72.457,['lo-fi chill'],182069,False,0,-12.995,1,0.0431,0.898,0.0,0.169,Sad
6fhG2KJgwO7CrNflRaRmvp,Dandelions - slowed + reverb,Ruth B.,0.222,0.709,0.33,101.673,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",268717,False,8,-3.332,0,0.0312,0.0411,0.0,0.0896,Sad
4S1T0kYOmevSYAknYWD9Yn,Aesthetic,Devonte Mayo,0.71,0.584,0.686,169.581,[],208692,True,0,-12.122,1,0.48,0.885,7.47e-05,0.278,Sad
4N525F62am9WXdYf7h8ZXm,Sea of Love,Animal House,0.218,0.249,0.672,80.894,['brighton indie'],123013,False,9,-12.033,1,0.0259,0.362,0.00291,0.0814,Sad
2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,Ashe,0.265,0.406,0.572,119.812,['alt z'],201084,True,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,Sad
3S8jK1mGzQi24ilFb45DAZ,Lonely (with benny blanco),Justin Bieber,0.0719,0.241,0.619,79.461,"['canadian pop', 'pop']",149190,True,11,-7.102,0,0.046,0.9,0.0,0.116,Sad
3thbPeqVwBS3ma8U4Ngs5P,Whiplash,LEFT.,0.732,0.646,0.506,97.162,[],150471,False,4,-8.58,1,0.359,0.0816,0.0,0.0998,Sad
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,0.198,0.111,0.367,82.642,"['art pop', 'pop']",196077,False,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,Sad
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,0.284,0.479,0.515,88.964,['viral pop'],209274,True,3,-7.458,1,0.0261,0.544,0.00598,0.191,Sad
34P8aaDSBSuF8dboA1KgxO,serotonin,kikomori,0.305,0.452,0.708,85.998,[],191000,True,2,-13.432,1,0.136,0.708,0.584,0.263,Sad
0L09BhquyZmuHSdKc010gd,forsaken,Paris Paloma,0.173,0.156,0.52,141.835,['singer-songwriter pop'],207307,False,4,-12.867,1,0.0348,0.948,0.000221,0.911,Sad
5dPz35akJjPqb17yeqNwqH,Ghost,Justin Bieber,0.473,0.741,0.604,153.947,"['canadian pop', 'pop']",153190,False,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,Sad
3XC70fONCTv5t7UYGEFsVS,Hurt,RIELL,0.119,0.334,0.559,110.053,['dark r&b'],165818,False,0,-8.047,1,0.0308,0.774,4.02e-05,0.116,Sad
4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,0.361,0.308,0.736,111.202,"['pop', 'uk pop']",220492,False,4,-7.83,1,0.0677,0.946,0.0,0.186,Sad
2TOzTqQXNmR2zDJXihjZ2e,enough for you,Olivia Rodrigo,0.269,0.259,0.638,88.485,['pop'],202827,False,7,-10.706,1,0.0898,0.753,0.0,0.219,Sad
5Yyt1mlEq4McET3sxfsjyw,omw,Adriel Rivera,0.291,0.403,0.784,120.032,[],164380,False,6,-11.839,1,0.0421,0.28,0.00679,0.108,Sad
73M0rMVx5CWE8M4uATSsto,seaside_demo,SEB,0.86,0.824,0.706,94.98,[],132000,False,0,-7.959,1,0.0694,0.355,0.000133,0.111,Sad
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,Sara Kays,0.554,0.61,0.679,123.978,"['alt z', 'gen z singer-songwriter', 'modern indie pop']",227186,False,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,Sad
5RkhZf6mS0iWzsOZXQEUfL,Masterpiece,Liush,0.147,0.219,0.516,140.222,[],192059,False,5,-11.074,1,0.0855,0.813,9.59e-06,0.363,Sad
47EWMOElkkbMp5m9SBkx7d,IDK You Yet,Alexander 23,0.191,0.306,0.629,76.994,"['alt z', 'singer-songwriter pop']",184638,False,1,-11.735,1,0.0424,0.884,0.0776,0.124,Sad
2qLyo5FeWquE7HBUbcVnEy,emails i can’t send,Sabrina Carpenter,0.408,0.387,0.515,86.313,['pop'],104408,True,7,-10.614,1,0.192,0.757,0.0,0.622,Sad
6CoC7nWbj6JiebN7IbJ0Z8,Same Old Mess,INTRN,0.678,0.177,0.64,90.081,['lo-fi chill'],120000,False,2,-14.649,1,0.0298,0.906,0.00329,0.134,Sad
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,0.297,0.225,0.332,81.055,"['art pop', 'pop']",298899,True,0,-8.697,1,0.0348,0.767,0.00349,0.128,Sad
5MG69A9XyXDbBbeOxdR3Tl,don't miss me,Claire Rosinkranz,0.818,0.727,0.796,104.98,"['alt z', 'modern indie pop']",123950,True,1,-4.726,1,0.04,0.793,2.49e-05,0.0858,Sad
1jVbZbgm1j5vCIgsLaCts4,"if you need to, keep time on me",Liush,0.143,0.0879,0.22,164.578,[],212700,False,11,-19.441,1,0.0434,0.942,0.279,0.0761,Sad
3d8y0t70g7hw2FOWl9Z4Fm,Ophelia,The Lumineers,0.566,0.573,0.664,76.02,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",160097,False,5,-6.519,1,0.0277,0.613,0.000363,0.0857,Sad
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,Clairo,0.641,0.619,0.744,112.997,"['bedroom pop', 'indie pop', 'pov: indie']",188387,False,0,-9.805,1,0.039,0.598,0.00372,0.231,Sad
6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),H.E.R.,0.408,0.352,0.45,102.679,"['r&b', 'rap']",252747,False,1,-11.733,0,0.267,0.649,3.8e-06,0.249,Sad
0Ms3qpsrYRmezC2CZLisXZ,Let Me Know,LEFT.,0.963,0.579,0.691,165.12,[],163652,False,2,-4.674,1,0.0509,0.368,2.63e-05,0.333,Sad
3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,0.443,0.586,0.553,126.684,"['australian pop', 'pop']",196373,True,11,-6.319,1,0.0362,0.697,0.0,0.0813,Sad
6potEImiklXkwD9qFzpu15,Forever,Labrinth,0.197,0.459,0.563,79.983,"['indie poptimism', 'pop']",202536,False,4,-7.781,0,0.0292,0.92,0.724,0.11,Sad
2F1ha0lmHe74s96sN0mIhk,Turning Time,Spritely,0.368,0.618,0.634,118.88,['acoustic chill'],192928,False,0,-7.006,0,0.0503,0.0583,0.0,0.226,Sad
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,0.483,0.557,0.652,150.073,"['alt z', 'pop', 'pov: indie']",169354,False,1,-5.714,0,0.0318,0.74,0.0,0.124,Sad
55Am8neGJkdj2ADaM3aw5H,Train Wreck,James Arthur,0.225,0.485,0.311,77.355,"['pop', 'talent show', 'uk pop']",208827,False,6,-5.726,0,0.0365,0.701,0.0,0.0726,Sad
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,0.479,0.417,0.464,67.528,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",183956,False,0,-9.345,0,0.0256,0.136,0.022,0.0974,Romantic
3QJsSWa0Xo8MfaRn1gr4Be,favorite,Isabel LaRosa,0.625,0.652,0.726,97.032,"['hyperpop', 'sped up']",133608,False,10,-5.328,0,0.0779,0.00323,0.003,0.0905,Romantic
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,0.424,0.841,0.635,109.021,"['dance pop', 'pop']",220734,False,5,-5.379,1,0.0422,0.0134,0.0,0.0622,Romantic
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,0.168,0.448,0.599,95.05,"['pop', 'singer-songwriter pop', 'uk pop']",263400,False,8,-6.312,1,0.0232,0.163,0.0,0.106,Romantic
4OyzSXRSadNQt5EMwASdap,Todo Cambió,Camila,0.363,0.523,0.452,173.85,"['latin arena pop', 'latin pop']",193827,False,5,-6.453,1,0.0625,0.563,0.0,0.233,Romantic
0xXhgLXfEHnWJHVgRvFvdn,Creo en Ti,Reik,0.432,0.267,0.422,171.725,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",163333,False,3,-9.533,1,0.0281,0.86,0.0,0.142,Romantic
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,0.331,0.264,0.422,119.93,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",269560,False,8,-7.064,1,0.0322,0.922,0.0,0.132,Romantic
1iRvhKiXRElIH2Uf4gd95P,Dueles,Jesse & Joy,0.526,0.834,0.531,142.026,"['latin arena pop', 'latin pop', 'mexican pop']",247640,False,2,-3.944,1,0.052,0.277,0.0,0.131,Romantic
072YgF7J2clpY8DsWOpEri,Mientes Tan Bien,Sin Bandera,0.486,0.188,0.607,135.896,"['latin arena pop', 'latin pop', 'mexican pop']",227613,False,7,-15.084,1,0.0326,0.895,1.79e-06,0.109,Romantic
0CjaLvAqN97KPVWgOJ1vbD,Dónde está el amor (feat. Jesse & Joy),Pablo Alborán,0.324,0.848,0.597,139.876,"['latin arena pop', 'latin pop', 'spanish pop']",233896,False,4,-5.458,1,0.0406,0.173,0.0,0.373,Romantic
29csiYMOfBmLmGwxmISrMy,Fuiste Tú (feat. Gaby Moreno),Ricardo Arjona,0.267,0.672,0.591,139.939,"['cantautor', 'latin arena pop', 'latin pop']",265307,False,5,-3.515,1,0.0375,0.622,0.0,0.112,Romantic
4NUt1fcnO9aQAELBgXq3Kr,Me Dediqué a Perderte,Alejandro Fernández,0.465,0.442,0.642,148.01,"['latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'musica mexicana', 'ranchera']",231773,False,8,-9.115,1,0.074,0.491,1.58e-06,0.102,Romantic
3IPJg1sdqLj12kFIndaonN,No Hay Nadie Más,Sebastian Yatra,0.805,0.379,0.695,105.057,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",199733,False,6,-9.147,1,0.034,0.858,0.0,0.106,Romantic
5OKrgU6UuGMp4sGRxv1JH2,Dígale,David Bisbal,0.299,0.474,0.57,130.103,"['latin arena pop', 'latin pop', 'spanish pop rock']",262440,False,2,-6.809,1,0.0296,0.595,0.0,0.143,Romantic
66iygyOSvvoQQsKJ1vEXfT,Tú de Qué Vas,Franco De Vita,0.567,0.629,0.607,80.11,"['latin arena pop', 'latin pop']",238160,False,11,-5.931,1,0.0316,0.405,0.0,0.203,Romantic
15AbuFJdFrbINydSMSqVhV,Aléjate de Mí,Camila,0.252,0.536,0.464,145.772,"['latin arena pop', 'latin pop']",258533,False,1,-8.372,0,0.0472,0.159,0.0,0.0969,Romantic
2425UlXvkIkAEJAtAd8ROm,Aunque no te pueda ver,Alex Ubago,0.205,0.457,0.594,117.989,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",266667,False,4,-8.673,1,0.0303,0.612,0.0,0.1,Romantic
0lPXFrKyl8HkdQ2E6NmNja,Ya Me Enteré,Reik,0.174,0.452,0.619,131.981,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",204173,False,9,-5.449,1,0.028,0.502,0.0,0.122,Romantic
6kQYMqjobmB8MkWwa9OUyA,Amiga mía,Alejandro Sanz,0.402,0.703,0.629,144.016,"['cantautor', 'latin arena pop', 'latin pop', 'mexican pop']",290973,False,2,-4.875,1,0.0504,0.519,0.0,0.11,Romantic
28UMiBhn383n9S7GL4tsxD,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,0.177,0.467,0.615,119.919,['canadian pop'],273667,False,1,-9.883,1,0.0327,0.314,0.0,0.099,Romantic
7sRXhReWmJF5pqyg3uUTES,Solamente tú,Pablo Alborán,0.266,0.419,0.519,140.033,"['latin arena pop', 'latin pop', 'spanish pop']",247187,False,9,-6.276,1,0.033,0.457,0.0,0.161,Romantic
5EhzE6HJaCcLFrf5rPqvpk,Mientes,Camila,0.31,0.592,0.332,170.391,"['latin arena pop', 'latin pop']",205160,False,1,-6.127,1,0.0371,0.0824,0.0,0.109,Romantic
6HTBhdYFWi1wIGbm7dV7iV,La Pareja Ideal,Marisela,0.52,0.249,0.625,143.44,"['latin pop', 'ranchera']",213507,False,4,-17.53,1,0.0399,0.623,1.1e-06,0.083,Romantic
3w6HBymB6v99gmhz4aiX1g,Para Siempre,Kany García,0.399,0.478,0.725,80.127,"['latin pop', 'puerto rican pop']",201600,False,9,-6.814,1,0.0752,0.866,0.0,0.105,Romantic
350kyj3PwTFlQMOpWzRd3O,Volveré,Diego Verdaguer,0.455,0.417,0.5,120.067,"['grupera', 'latin pop', 'ranchera']",242253,False,7,-11.239,1,0.0325,0.871,1.71e-05,0.232,Romantic
6vPAmoERUMRoTZaCCSWQ12,Hasta Que Me Olvides,Luis Miguel,0.437,0.593,0.641,119.828,"['bolero', 'latin pop']",281000,False,3,-7.884,1,0.0264,0.46,0.0,0.169,Romantic
6lanRgr6wXibZr8KgzXxBl,a thousand years,Christina Perri,0.161,0.407,0.421,139.028,['pop'],285120,False,10,-7.445,1,0.0267,0.309,0.000961,0.11,Romantic
78dbqYDvx6FOefROApu9w0,Inevitable,Shakira,0.338,0.461,0.595,91.976,"['colombian pop', 'dance pop', 'latin pop', 'pop']",192867,False,6,-7.786,1,0.0641,0.269,0.000149,0.123,Romantic
4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,Whitney Houston,0.11,0.214,0.332,67.531,"['dance pop', 'pop']",271093,False,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,Romantic
2h0iSG7htO0V4IvuwbTBf3,Entra en Mi Vida,Sin Bandera,0.31,0.372,0.678,138.006,"['latin arena pop', 'latin pop', 'mexican pop']",248760,False,0,-8.116,1,0.0313,0.599,0.0,0.0939,Romantic
5NSJ0qoxwbO26tVvqpL4N2,Un Siglo Sin Ti,Chayanne,0.261,0.674,0.611,133.906,"['latin pop', 'puerto rican pop']",281027,False,7,-6.143,0,0.0279,0.0961,0.0,0.129,Romantic
0GNWo2IgoBKdk10gdnaSVk,Sólo para Ti,Camila,0.209,0.361,0.317,77.589,"['latin arena pop', 'latin pop']",182520,False,8,-7.628,1,0.0483,0.0742,0.0,0.102,Romantic
2cSXotAohYx0EWCNljCzs7,Otra Como Tu,Eros Ramazzotti,0.498,0.577,0.531,177.67,"['italian adult pop', 'mexican pop']",281227,False,1,-9.363,1,0.0315,0.117,1.25e-05,0.0896,Romantic
609SDGj0txmlAXRrpwee9Y,Llegaste Tú,Luis Fonsi,0.517,0.529,0.768,119.953,"['latin pop', 'puerto rican pop']",221947,False,1,-6.758,1,0.0405,0.79,0.0,0.2,Romantic
62clthR0fZmLbxeqxVJatQ,Que Lloro,Sin Bandera,0.323,0.415,0.593,139.948,"['latin arena pop', 'latin pop', 'mexican pop']",240613,False,9,-9.774,1,0.03,0.754,4.86e-06,0.117,Romantic
3fJHbMUnzceimOnNjp63fF,Primera Cita,Carin Leon,0.491,0.396,0.536,157.846,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",186456,False,10,-7.804,1,0.0687,0.604,6.97e-05,0.0969,Romantic
4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,Richard Marx,0.126,0.252,0.395,177.679,"['new wave pop', 'soft rock']",264333,False,0,-13.589,1,0.0301,0.8,0.0,0.101,Romantic
2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,Tracy Chapman,0.468,0.422,0.692,74.375,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",193120,False,2,-10.533,1,0.0333,0.0811,0.0,0.0848,Romantic
4lerOTNr2tFWJCAmmhymhi,No Me Doy Por Vencido,Luis Fonsi,0.407,0.663,0.31,172.768,"['latin pop', 'puerto rican pop']",239400,False,3,-6.075,1,0.101,0.44,0.0,0.609,Romantic
2bvO1KXbUd4vySCWGNqIIa,Por Amarte Así,Cristian Castro,0.322,0.637,0.61,128.863,"['latin arena pop', 'latin pop']",272200,False,1,-5.881,1,0.027,0.61,0.0,0.0952,Romantic
37miw1ff4zH0LDuFrBvZ4i,Sabes,Reik,0.217,0.46,0.597,144.001,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",219939,False,3,-6.941,1,0.0251,0.537,0.0,0.127,Romantic
1GeNWyZtCHbcp3ZWp8GTOO,The Lady In Red,Chris de Burgh,0.491,0.294,0.548,76.698,"['new wave pop', 'soft rock']",256173,False,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,Romantic
2sMxswHr9wX7kTUHULvJBJ,Destino o casualidad,Melendi,0.362,0.525,0.557,153.247,"['spanish pop', 'spanish pop rock']",258504,False,2,-6.324,1,0.149,0.524,0.0,0.113,Romantic
2G74yhtIMW8tJY5I83dS4Z,Amor del Bueno,Reyli Barba,0.293,0.373,0.77,131.975,"['latin pop', 'mexican pop']",242027,False,1,-6.931,1,0.0328,0.317,0.0,0.217,Romantic
0bK3jxkbq5cDKWr68KtO8G,Una y Otra Vez,Manuel Medrano,0.376,0.481,0.42,82.112,['colombian pop'],190606,False,4,-8.284,1,0.027,0.276,1.55e-06,0.345,Romantic
2GSr8anleCXKLNjjjijoMZ,Yo Quisiera,Reik,0.784,0.658,0.682,77.978,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton']",217987,False,2,-5.251,1,0.0432,0.0823,0.0,0.0851,Romantic
5EbtodsuLbxrFDH6j5avVS,El Mismo Aire - con Pablo Alborán,Camilo,0.66,0.492,0.483,144.511,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']",188213,False,0,-6.591,0,0.295,0.603,0.0,0.323,Romantic
6HPLeKiNm92RbykX2BDTUB,Stuck On You,Lionel Richie,0.247,0.317,0.509,131.783,"['disco', 'soft rock']",192067,False,5,-16.063,1,0.0305,0.621,5.28e-05,0.0878,Romantic
0WFatRyMXS4JVP9jSfO1Fe,Me Llamas,José Luis Perales,0.76,0.684,0.711,124.851,"['cancion melodica', 'latin pop', 'ranchera']",275067,False,2,-7.186,1,0.0286,0.256,0.000264,0.304,Romantic
2DAsLftcRKP3iarCPmI1RY,No Sé Tú,Luis Miguel,0.0888,0.443,0.389,76.54,"['bolero', 'latin pop']",229853,False,10,-8.546,0,0.0304,0.571,0.00178,0.114,Romantic
